Validation Measures/discrete_frechet_distance/qpos,Validation Measures/dynamic_time_warping/site_rpos,Agent Video,Validation Info/Mean Episode Length,Validation Measures/discrete_frechet_distance/site_rrotvec,_runtime,Mean Episode Length,Validation Measures/euclidean_distance/qvel,Validation Measures/euclidean_distance/site_rrotvec,Validation Measures/dynamic_time_warping/qvel,Validation Measures/dynamic_time_warping/site_rvel,Validation Measures/discrete_frechet_distance/site_rvel,_timestamp,_step,Validation Measures/discrete_frechet_distance/site_rpos,Mean Episode Return,Validation Measures/dynamic_time_warping/qpos,Validation Measures/discrete_frechet_distance/qvel,Validation Measures/euclidean_distance/qpos,Validation Measures/euclidean_distance/site_rvel,Validation Measures/dynamic_time_warping/site_rrotvec,Validation Info/Mean Episode Return,Validation Measures/euclidean_distance/site_rpos
,,,,,2130.977800441,36.940067291259766,,,,,,1764576635.2350502,9011200.0,,14.826955795288086,,,,,,,
,,,,,2130.978372225,38.12873840332031,,,,,,1764576635.2355742,9830400.0,,15.077352523803711,,,,,,,
,,,,,2130.978972489,39.76120376586914,,,,,,1764576635.236103,10649600.0,,15.518980026245117,,,,,,,
,,,,,2130.979552961,40.874717712402344,,,,,,1764576635.2367406,11468800.0,,15.848457336425781,,,,,,,
,,,,,2130.980103727,41.49698257446289,,,,,,1764576635.2373178,12288000.0,,16.18135643005371,,,,,,,
0.9362761378288269,23.132274627685547,,39.9578971862793,2.9886574745178223,2130.983047645,42.54313278198242,3.9469926357269287,1.4128893613815308,325.41815185546875,221.67300415039062,5.521055698394775,1764576635.2398503,13107200.0,0.7744928002357483,16.514251708984375,35.634063720703125,12.6741361618042,0.45461416244506836,2.5770835876464844,100.2131118774414,16.361438751220703,0.3513903021812439
,,,,,2130.983634386,43.41697311401367,,,,,,1764576635.2408307,13926400.0,,16.85822868347168,,,,,,,
,,,,,2130.984110023,43.901123046875,,,,,,1764576635.2413647,14745600.0,,17.138071060180664,,,,,,,
,,,,,2130.984662089,44.83634567260742,,,,,,1764576635.2418838,15564800.0,,17.4492244720459,,,,,,,
,,,,,2130.985202495,45.330894470214844,,,,,,1764576635.2424407,16384000.0,,17.817052841186523,,,,,,,
